,Unnamed: 0.1,Unnamed: 0,id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,review rate number,calculated host listings count,availability 365,house_rules,availability_365
1856,1856,78853,44551848,Cozy apartment near JFK,33715813915,unconfirmed,Yessenia,Queens,Howard Beach,40.66406,-73.84599,United States,US,True,flexible,Entire home/apt,2005.0,59,$12 ,7.0,37.0,2.0,1.0,0.0,"Reasonably quiet after 9.  Having said that, I should note that the walls of this 145 year old mansion are thick, so average noise will not travel beyond your suite.  So sorry, but no burning of candles.",0.0
1857,1857,46239,26539136,YAYA's COZY One-Bedroom in a Beautiful Brownstone,88486625295,unconfirmed,Princess,Brooklyn,Bedford-Stuyvesant,40.68005,-73.94661,United States,US,False,flexible,Entire home/apt,2008.0,442,$88 ,3.0,3.0,2.0,1.0,227.0,"No smoking inside the apartment, please leave shoes at the door, turn lights off when not in use. No parties.",227.0
1858,1858,85172,48041832,Modern Loft Studio with Views,2932072311,verified,Stephanie,Manhattan,Gramercy,40.7363,-73.98691,United States,US,True,flexible,Entire home/apt,2011.0,509,$102 ,2.0,37.0,5.0,1.0,217.0,No smoking. No pets.  No parties without prior approval.  Names and ages of all guests is required for booking.,217.0
1859,1859,83043,46865985,Bright & Airy in Highland Park,33617333244,unconfirmed,Graziella,Brooklyn,Cypress Hills,40.68201,-73.89425,United States,US,True,strict,Entire home/apt,2009.0,800,$160 ,30.0,34.0,2.0,1.0,234.0,Respect our place please.,234.0
1860,1860,48637,27863551,2-MONTH SUBLEASE (WITH EARLY MOVE-IN),79448452257,verified,Friday,Brooklyn,Bedford-Stuyvesant,40.68914,-73.92408,United States,US,False,strict,Private room,2014.0,794,$159 ,30.0,2.0,4.0,1.0,87.0,,87.0
1861,1861,79965,45166006,"Bright, modern room with a view of NYC skyline",87767952476,unconfirmed,Joonas,Brooklyn,Bushwick,40.70028,-73.92439,United States,US,False,moderate,Private room,2017.0,635,$127 ,5.0,16.0,5.0,1.0,37.0,No smoking. Not pets/animals. No parties or events. No entertaining beyond confirmed booked guests.,37.0
1862,1862,102388,20363869,Upper East Side 2 Room Studio Retreat,76001069822,unconfirmed,Nicholas,Manhattan,Upper East Side,40.76856,-73.95367,United States,US,True,strict,Entire home/apt,2018.0,82,$16 ,10.0,3.0,4.0,1.0,17.0,"NO PETS!  NO SMOKING ON PREMISES!  NO PARTY! A printed house rule will be provided. Please be respectful to others when all rooms are booked. 10 AM Check-out and Check-in is between 12 PM (noon) - 3 PM.   Late check in after 8 pm is $50, lock out is $50. Respect yourself, Respect others, clean up after yourself.  No Smoking/drinking in apt.  Thank You Location Rules: The ""Exact Address Location Is Not Disclosed For Security Reasons"" And Is Given Out 24 Hours Prior to Check-in.  If This Is a Problem for You, Please STOP Here And Contact Other Hosts for Your Stay.   This Is a Part Of My House Rules.",17.0
1863,1863,15138,9362053,"Spacious, bright on Upper East Side",90478209328,unconfirmed,Charles,Manhattan,Upper East Side,40.77433,-73.94854,United States,US,False,flexible,Private room,2009.0,726,$145 ,11.0,9.0,5.0,1.0,372.0,Please treat my house as you would treat your own. Be courteous and aware that this is our full time home. Clean basic messes and respect our property,372.0
1864,1864,75883,42911517,Beautiful Furnished 1 BR Apt near Times Square,42008569244,unconfirmed,Kara,Manhattan,Chelsea,40.74461,-73.992,United States,US,False,strict,Entire home/apt,2021.0,358,$72 ,30.0,0.0,3.0,121.0,349.0,,349.0
1865,1865,61143,34770615,"Hudson Yards 4bdr, 33C",78764262556,verified,Hudson,Manhattan,Hell's Kitchen,40.75637,-73.99707,United States,US,True,flexible,Entire home/apt,2009.0,428,$86 ,2.0,15.0,5.0,22.0,288.0,,288.0
1866,1866,6196,4423387,Spacious Manhattan One Bedroom Apt,43624753189,unconfirmed,Luke,Manhattan,Washington Heights,40.8552,-73.93354,United States,US,True,strict,Entire home/apt,2011.0,311,$62 ,1.0,150.0,2.0,1.0,358.0,,358.0
1867,1867,92977,52352533,Intimate Studio in the UES,6691802978,verified,Charles,Manhattan,Upper East Side,40.77029,-73.95526,United States,US,False,strict,Entire home/apt,2013.0,206,$41 ,4.0,26.0,4.0,1.0,16.0,,16.0
1868,1868,32515,18959371,Upper East Side Room,67270424501,verified,Elijah,Manhattan,Upper East Side,40.76897,-73.95375,United States,US,False,strict,Private room,2014.0,1015,$203 ,4.0,0.0,5.0,1.0,0.0,"Shoes are removed at the door to keep the house clean; slippers will be provided.  Guests should be polite, courteous and respectful. Guests seeking to book 5 days or more must have a completed profile, at least three verifications and at least two reviews and/or references.  Exceptions to this policy may be granted individually as warranted.  Please write to inquire. There is no smoking allowed on the property. This is an environmentally friendly home and guests are encouraged to be sensitive to their use of natural resources.  For example, twenty-minute long showers are discouraged.",0.0
1869,1869,45320,26031572,"Bright, sunny, home in Clinton Hill w/amazing roof",62806501488,unconfirmed,Elissa,Brooklyn,Bedford-Stuyvesant,40.68746,-73.9576,United States,US,False,moderate,Private room,2021.0,156,$31 ,2.0,4.0,5.0,1.0,67.0,,67.0
1870,1870,16838,10300963,Comfortable room 15 minutes to Manhattan,280114213,verified,Hakan,Queens,Ditmars Steinway,40.77679,-73.91366,United States,US,False,strict,Private room,2012.0,1114,$223 ,1.0,14.0,5.0,3.0,126.0,Clean up after oneself Be respectful Be courteous of neighbors,126.0
1871,1871,8507,5699752,Beautiful Greenwich Village Apartment,61146852152,unconfirmed,Carol,Manhattan,West Village,40.73638,-74.00393,United States,US,True,moderate,Entire home/apt,2020.0,453,$91 ,28.0,0.0,3.0,1.0,311.0,No smoking is a MUST. Fireplace is decorative only. No candles may be lit - I do have battery operated available.,311.0
1872,1872,78293,44242560,Large apartment by the park. Close to trains.,65024323395,verified,Tomek,Brooklyn,Flatbush,40.65229,-73.9603,United States,US,False,moderate,Entire home/apt,2011.0,1189,$238 ,1.0,0.0,2.0,,0.0,"Please be respectful of my home and treat the space as if it were your own. No guests No Smoking Always turn off lights when leaving space Please clean up after yourself Always lock door when leaving and after arriving Please observe quiet hours between midnight and 7 am. Upon check-out, please leave sheets + towels on the floor of the bedroom and return key. Check in 3pm: flexible Check out 11am: strict",0.0
1873,1873,43033,24768462,Four Points by Sheraton New York Downtown-7 Nights,29851076625,unconfirmed,Yun,Manhattan,Financial District,40.70712,-74.00609,United States,US,False,strict,Private room,2014.0,671,$134 ,7.0,2.0,2.0,13.0,344.0,No smoking. No pet. No shoes in the house. Visitors are permitted in the common area only. Please use the dining room to enjoy your meals. Also please refrain using an electronic device while having your meal. Quiet time between 10:00pm-6:00am.,344.0
1874,1874,2266,2252848,"Clean, Complete and Cool",41022707049,unconfirmed,Michael,Manhattan,Nolita,40.71972,-73.99438,United States,US,True,strict,Entire home/apt,2021.0,588,$118 ,5.0,26.0,5.0,1.0,238.0,,238.0
1875,1875,54210,30941519,Beautiful Private Room in Manhattan Apartment,62075597652,unconfirmed,Grant,Manhattan,Harlem,40.82082,-73.94755,United States,US,True,moderate,Private room,2013.0,166,$33 ,1.0,6.0,3.0,1.0,114.0,,114.0
1876,1876,30745,17981800,A private bedroom in the Heart of the East Village,39587435565,unconfirmed,Linnea,Manhattan,East Village,40.73099,-73.98477,United States,US,False,strict,Private room,2008.0,309,$62 ,1.0,114.0,3.0,1.0,38.0,"No smoking, no pets, no parties",38.0
1877,1877,495,1274725,"Elegant 2-BR duplex, Union Square",44367748174,verified,Albert,Manhattan,Gramercy,40.73476,-73.98452,United States,US,False,flexible,Entire home/apt,2016.0,365,$73 ,2.0,105.0,3.0,1.0,248.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",248.0
1878,1878,84233,47523222,Large BR in Spacious Artist Loft,17751037106,verified,Ira,Brooklyn,Bushwick,40.7066,-73.92115,United States,US,True,flexible,Private room,2009.0,233,$47 ,3.0,0.0,1.0,1.0,135.0,No smoking. We kindly ask for taxis or other rides to call and not use a horn as this is a quiet neighborhood.,135.0
1879,1879,36355,21080203,Basement Room with Window,30273343523,unconfirmed,Kathy,Brooklyn,Borough Park,40.63525,-74.00724,United States,US,True,strict,Private room,2014.0,1069,$214 ,1.0,0.0,4.0,10.0,365.0,"No Smoking, no pets, no late night parties, five people in home only",365.0
1880,1880,53392,30489738,modern 1-bedroom in Washington heights,8389599282,unconfirmed,Ismael,Manhattan,Washington Heights,40.84402,-73.93692,United States,US,True,flexible,Private room,2021.0,820,$164 ,4.0,1.0,4.0,3.0,0.0,,0.0
1881,1881,99201,55790048,"Colorful East Village 1BR, Gym, Doorman, Rooftop by Blueground",64135827752,unconfirmed,Blueground,Manhattan,East Village,40.72272,-73.98379,United States,US,True,flexible,Entire home/apt,2022.0,593,$119 ,30.0,0.0,3.0,232.0,330.0,,330.0
1882,1882,2490,2376563,Cozy 1 Bedroom Brownstone In Clinton Hill!,53205296232,unconfirmed,Liz,Brooklyn,Clinton Hill,40.68843,-73.96239,United States,US,False,strict,Entire home/apt,2022.0,234,$47 ,2.0,114.0,2.0,1.0,148.0,Absolutely no smoking/drugs Keep the place as clean as you found it Keep the noise down at night,148.0
1883,1883,2663,2472111,Private bedroom and bathroom in Brooklyn,94799144163,verified,Rosa,Brooklyn,Park Slope,40.67317,-73.97676,United States,US,True,moderate,Private room,2019.0,119,$24 ,30.0,25.0,5.0,1.0,168.0,"Please be respectful of other guests.  Keep the common areas clean and pick up after your self.  No loud music after 10:00PM.  It is a safe neighborhood but please, keep doors locked for safety No smoking in the house (smoking is allowed on the front or back decks).",168.0
1884,1884,28045,16490590,Spacious and homey 1 br w garden near subway,28847911479,verified,,Brooklyn,Park Slope,40.67835,-73.98209,United States,US,False,strict,Entire home/apt,2016.0,1171,$234 ,5.0,2.0,5.0,1.0,0.0,"The golden rule is my mantra- treat others (and their homes) as you'd like to be treated. This is a three unit building, please be respectful of neighbors and observe quiet hours between midnight and 6 a.m.  No smoking or pets permitted.",0.0
1885,1885,92376,52020601,Private room with Amazing views of Manhattan.,46578109947,unconfirmed,Amber,Brooklyn,Greenpoint,40.73477,-73.95541,United States,US,True,strict,Private room,2012.0,525,$105 ,2.0,6.0,3.0,1.0,0.0,Absolutely no smoking or pets.,0.0
1886,1886,47906,27459820,Beautiful Aptin heart of williamsburg .Sleeps 4,73883089706,unconfirmed,Andres,Brooklyn,Williamsburg,40.71109,-73.96191,United States,US,False,strict,Entire home/apt,2010.0,177,$35 ,2.0,1.0,4.0,1.0,296.0,"The apartment feels larger then listed, Nice high ceiling in the living room and an Island kitchen to enjoy breakfast.  The bedroom has a loft that fit a queen mattress, hardwood floors through out.  Bathroom has a bath tub",296.0
1887,1887,98670,55496777,Comfy LGA apt in Queens,96856224256,unconfirmed,Md,Queens,East Elmhurst,40.76115,-73.88239,United States,US,False,strict,Entire home/apt,2003.0,541,$108 ,1.0,73.0,2.0,1.0,78.0,"Share our house as a guest, don't worry about cost of snacks or an occasional beer. No smoking. Please consult first if you will be traveling with small children. We try to keep the space clean and ask everyone to remove their shoes in the appartment and be respectful to everyone.",78.0
1888,1888,44877,25786903,2 BR/2.5 BTH W/ 12 FT. CEILINGS NEAR CENTRAL PARK!,18463322042,unconfirmed,Clement,Manhattan,Midtown,40.76208,-73.97172,United States,US,False,strict,Entire home/apt,2020.0,1165,$233 ,2.0,4.0,5.0,1.0,263.0,,263.0
1889,1889,49167,28156270,Good-looking Room,86782024842,unconfirmed,Cherry,Manhattan,Kips Bay,40.7401,-73.98256,United States,US,True,moderate,Private room,2019.0,409,$82 ,20.0,0.0,4.0,1.0,314.0,,314.0
1890,1890,76262,43120839,"BEAUTIFUL ROOM & PRIVATE BATHROOM...QUEENS, NY",29680900473,unconfirmed,Michelle,Queens,Kew Gardens Hills,40.71785,-73.82066,United States,US,True,strict,Private room,2004.0,999,$200 ,2.0,23.0,1.0,1.0,178.0,No pets allowed (sadly!) and no smoking allowed.,178.0
1891,1891,68226,38682556,beautiful studio apt in Greenwich Village/Soho,13339750685,unconfirmed,Maria,Manhattan,Greenwich Village,40.72918,-74.00085,United States,US,False,flexible,Entire home/apt,2013.0,1026,$205 ,30.0,17.0,3.0,2.0,0.0,,0.0
1892,1892,35082,20377125,Underhill Penthouse,15293596806,verified,Zak,Brooklyn,Prospect Heights,40.67313,-73.96536,United States,US,False,strict,Private room,2021.0,1057,$211 ,1.0,8.0,2.0,1.0,129.0,"Pet Friendly! Smoking outdoors only. In general, we just want you to relax, enjoy yourselves and take advantage of our close proximity to all things Boston. If you follow the simple rule of ""leave things how you found them"" all will be well - common sense stuff.",129.0
1893,1893,38852,22459296,BEAUTIFUL PRIVATE ROOM IN EAST VILLAGE,96647294231,verified,Imade,Manhattan,East Village,40.72658,-73.98803,United States,US,False,strict,Private room,2013.0,1181,$236 ,1.0,20.0,5.0,1.0,67.0,"Guests who use kitchen must wash their dishes (or put them in dishwasher) and wipe stove and counters after eating, in courtesy to other guests. No smoking inside or behind the house; smoking is permitted only in smoking area in front of house. To maintain quiet on floors with bedrooms, please use headphones to listen to music/videos or when making (website hidden) calls in bedrooms, and keep hallways conversations quiet and short.  ",67.0
1894,1894,102490,6034998,"Penthouse Apt w/private roofdeck, NO cleaning fee",71002819580,unconfirmed,Ryan,Manhattan,East Village,40.72403,-73.97783,United States,US,False,strict,Entire home/apt,2012.0,160,$32 ,2.0,1.0,2.0,4.0,43.0,,43.0
1895,1895,99202,55790601,Cozy room in historic Brooklyn walk-up,45426937681,verified,Ben,Brooklyn,South Slope,40.66189,-73.97946,United States,US,False,moderate,Private room,2017.0,134,$27 ,2.0,1.0,5.0,1.0,36.0,"1. Be respectful of me and my home 2. No Pets 3. No Smoking  4. No Children under 10. (The house is not child proof) 5. Remove your shoes 6. Check in is 3-11pm  7. Check out is 10am  *early check in or late check out must be arranged before the reservation starts and may not be accommodated* 8. The bathroom is a shared space, keep the sink clear, there is limited room for your bath products in the shower.",36.0
1896,1896,31641,18476660,Midwood,36688621319,verified,Mark,Brooklyn,Midwood,40.62483,-73.97437,United States,US,False,strict,Private room,2015.0,268,$54 ,3.0,1.0,3.0,3.0,88.0,No smoking in the house or on the decks. Please do not leave cigarette butts on the property. Two-night minimum stay.,88.0
1897,1897,22229,13278413,"Sunny, Beautiful, Upper East Side TRUE One Bedroom",67959804227,verified,Kristen,Manhattan,Upper East Side,40.78056,-73.95182,United States,US,False,moderate,Entire home/apt,2011.0,676,$135 ,4.0,9.0,5.0,1.0,7.0,,7.0
1898,1898,35710,20723969,"Sunny apartment in BK- Close to J,M,Z",30515185669,verified,Rebecca,Brooklyn,Williamsburg,40.70685,-73.94796,United States,US,True,moderate,Entire home/apt,2015.0,597,$119 ,10.0,1.0,3.0,2.0,0.0,No smoking inside the house and make sure to think about the house as your own,0.0
1899,1899,31393,18339690,"LINCOLN CENTER, FORDHAM, JUILLIARD SCOOL",42804061777,verified,Manhattan,Manhattan,Upper West Side,40.77213,-73.98265,United States,US,True,flexible,Entire home/apt,2015.0,529,$106 ,12.0,1.0,4.0,1.0,289.0,No Smoking  No unregistered guest No pets  When it rain or snow please remove shoes at the door,289.0
1900,1900,97980,55115690,Bushwick Art collective bedroom A,86805604409,verified,Adam,Brooklyn,Bushwick,40.70563,-73.91853,United States,US,False,moderate,Private room,2018.0,341,$68 ,2.0,6.0,2.0,3.0,89.0,"Check-in is 2:00 pm, and checkout 11:00 am. You may bring bags in before check in time or leave it to pick up later. Let me know to arrange it. After reservation please send me your arrival and departure time for logistics Help yourself coffee or tea anytime NO shoes to the second floor  Keep the volume low before 8am and after 10pm Close the doors gently No shower after  11:30pm No laundry after  before 9am and after 8pm Keep the kitchen in a decent condition after your use Close the shower curtain well, no hair in the tub, no water around the sink on the sink there is a sponge you can use it to dry Turn off the light when you leave the room Trash out from the room  BLUE BOX recycling  Please respect this rules. Full refunded of security deposit in this case",89.0
1901,1901,38853,22459848,La Greka,18591854086,verified,Rubi,Brooklyn,Bedford-Stuyvesant,40.67992,-73.90943,United States,US,False,flexible,Private room,2009.0,633,$127 ,14.0,0.0,2.0,2.0,156.0,"Respect yourself, respect others, clean up after yourself. No smoking or drinking in the apt. Late check in after 9 p.m. and before 10 A.m. is $50, lock out is $50. Thank you",156.0
1902,1902,97212,54691524,Chelsea Studio (450 Sq. Feet) with Balcony!,17837466836,verified,Daniel,Manhattan,Chelsea,40.74312,-73.99573,United States,US,True,strict,Entire home/apt,2016.0,214,$43 ,5.0,5.0,3.0,1.0,0.0,"It is a residential building so all of the residential building rules apply and must be fallow. I have zero tolerance for parties, noise and smoking.",0.0
1903,1903,25464,15065103,Bedroom in bright cozy duplex w/ private rooftop,48558101816,verified,Carolina,Brooklyn,Bedford-Stuyvesant,40.69445,-73.93828,United States,US,True,flexible,Private room,2012.0,287,$57 ,2.0,11.0,5.0,1.0,164.0,"No smoking, drugs, lighting candles, or campfires on the bed. (ha!) We aren't going to tell you not to drink alcohol (we're not your mom), but it would be great if you wouldn't come in super drunk, knock on our neighbor's doors, knock over a ton of our stuff, freak out our dog, and throw up everywhere. Please remove your shoes indoors. Boston streets are pretty gross. Please do not bring your friends into the home. We are sure they're lovely people, but we don't know who they are! We are generally in bed by 10:30 pm on weeknights. You are absolutely welcome to come and go at any time of the night, just try to keep things quiet for the sake of everyone in the building. If you need anything, like a hair dryer or toiletries, please don't hesitate to ask! We are very happy to share (within reason, of course).",164.0
1904,1904,18858,11416609,Stay in a beautiful apartment&experience Harlem!,61700287440,verified,Jack,Manhattan,East Harlem,40.79757,-73.94006,United States,US,False,flexible,Private room,2003.0,1105,$221 ,2.0,87.0,3.0,1.0,1.0,No Loud Music,1.0
1905,1905,56515,32214571,Large Balcony 1 bdr apt in Williamsburg - Bedford,57518282125,verified,Georgia,Brooklyn,Williamsburg,40.71645,-73.96364,United States,US,True,strict,Entire home/apt,2010.0,164,$33 ,2.0,29.0,3.0,1.0,0.0,,0.0
1906,1906,59897,34082449,"Cozy Private Bedroom with Kitchenette, Brownstone",89811743801,verified,Irina,Brooklyn,Bedford-Stuyvesant,40.69351,-73.95129,United States,US,False,flexible,Private room,2011.0,658,$132 ,2.0,24.0,5.0,2.0,83.0,,83.0
1907,1907,91323,51439029,Sunny room in quiet area of Brooklyn,58440283765,unconfirmed,Vita,Brooklyn,Bushwick,40.68185,-73.90455,United States,US,True,moderate,Private room,2020.0,130,$26 ,7.0,0.0,3.0,1.0,0.0,"NO SMOKING OR PETS ANYWHERE ON THE PROPERTY 1. Be respectful of the other tenants 2. If you use the grill, be sure to turn off the gas 3. Notify the owner of any discrepancies or things not functioning properly immediately 4. Please treat carpet stains promptly (or notify the owner) 5. Kindly turn off lights, air conditioners, and other electrical items when they aren't needed",0.0
1908,1908,33546,19528792,179st Hub Master Bedroom w/ balcony,20079585050,unconfirmed,Jeff,Queens,Jamaica,40.70985,-73.78429,United States,US,False,strict,Private room,2008.0,233,$47 ,2.0,4.0,2.0,7.0,0.0,"No smoking, no pets. Please keep the noise at a respectful level at all times - *particularly after 10pm (as other units in the building are owner-occupied). Please treat it as though it were your own home.",0.0
1909,1909,49072,28103802,Room in furnished & light-filled BRKLYN apartment,5694814492,verified,Emily,Brooklyn,Flatbush,40.64428,-73.96988,United States,US,True,flexible,Private room,2003.0,265,$53 ,3.0,0.0,2.0,1.0,11.0,,11.0
1910,1910,46838,26869963,Zen East Williamsburg w/ yard,41744198612,verified,Kristen,Brooklyn,Williamsburg,40.7128,-73.94342,United States,US,False,strict,Entire home/apt,2012.0,645,$129 ,7.0,0.0,4.0,1.0,33.0,"Check-in and check-out times are flexible. In general, afternoon/evening check-ins and morning/early afternoon check-outs are preferred. Guests are expected to be respectful and independent.  Guests are welcome to use the kitchen, and are asked to clean up after themselves.",33.0
1911,1911,84310,47565749,Stay in Private Room in PARK SLOPE,75439997051,unconfirmed,Elizabeth,Brooklyn,Sunset Park,40.66216,-73.98985,United States,US,True,strict,Private room,2010.0,1122,$224 ,1.0,1.0,2.0,1.0,118.0,,118.0
1912,1912,11722,7475397,Midtown East Room,39659622107,unconfirmed,Dasha,Manhattan,Midtown,40.7606,-73.97181,United States,US,False,moderate,Private room,2006.0,679,$136 ,1.0,3.0,1.0,1.0,10.0,,10.0
1913,1913,55826,31834036,Lounge in Park Slope,85135521090,verified,Nina,Brooklyn,Park Slope,40.67161,-73.97816,United States,US,False,strict,Entire home/apt,2010.0,797,$159 ,3.0,8.0,2.0,4.0,51.0,,51.0
1914,1914,12769,8053655,Modern apt by lincoln square,54890208765,unconfirmed,Dan,Manhattan,Upper West Side,40.77594,-73.98449,United States,US,False,flexible,Entire home/apt,2008.0,139,$28 ,3.0,0.0,1.0,1.0,70.0,,70.0
1915,1915,70507,39942352,It's all about Bushwick BROOKLYN,61835380479,unconfirmed,Madison,Brooklyn,Bushwick,40.68767,-73.91261,United States,US,True,moderate,Entire home/apt,2018.0,614,$123 ,3.0,308.0,1.0,1.0,99.0,,99.0
1916,1916,24050,14284151,Spotless Clean room private entrance  paid parking,93484289500,verified,Jim&Lisa,Queens,Flushing,40.75712,-73.8122,United States,US,False,flexible,Private room,2016.0,492,$98 ,2.0,45.0,1.0,6.0,365.0,"Absolutely *no* smoking is allowed on the premise of the property. The upstairs tenant suffers from severe asthma. Please note that by violating this rule, you will be forfeiting the entirety of your $250 security deposit.",365.0
1917,1917,10611,6861791,"Large Room, Full Bed, Trendy LES",55670144393,verified,Jordan,Manhattan,Lower East Side,40.71349,-73.98473,United States,US,False,flexible,Private room,2014.0,1111,$222 ,10.0,8.0,4.0,1.0,354.0,"House Rules 1. All bookings made at least a week before check in are fully refundable if cancelled within 24 hours of booking. After this, you will receive a 50% refund if you cancel at least 7 days before the start of your trip. 2. Check-in time is any time after 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  3. All bookings require a security deposit of at least $300. 4. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in, we'll need a photo of your ID.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in most of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. I",354.0
1918,1918,98925,55637614,Sonder | Madison Ave | Sophisticated Studio + Gym,80684469114,unconfirmed,Sonder,Manhattan,Midtown,40.74716,-73.98454,United States,US,False,flexible,Entire home/apt,2020.0,63,$13 ,29.0,1.0,4.0,96.0,332.0,"All I ask is that you don't make too big a mess, don't smoke, don't break anything, and be respectful of my roommates/neighbors.",332.0
1919,1919,41972,24182472,Big private room with backyard in hip Bushwick,84479081022,unconfirmed,Pablo,Brooklyn,Bushwick,40.69935,-73.92407,United States,US,False,flexible,Private room,2021.0,1135,$227 ,2.0,17.0,5.0,2.0,68.0,"Please be respectful of other guests.  Keep the common areas clean and pick up after your self.  No loud music after 10:00PM.  It is a safe neighborhood but please, keep doors locked for safety No smoking in the house (smoking is allowed on the front or back decks).",68.0
1920,1920,77028,43543900,"Comfortable, cozy apartment in Bed Stuy",80329937697,verified,Aryanna,Brooklyn,Bedford-Stuyvesant,40.68084,-73.92038,United States,US,False,flexible,Entire home/apt,2009.0,721,$144 ,2.0,107.0,5.0,1.0,81.0,,81.0
1921,1921,33529,19519403,Private room in Williamsburg Brooklyn,40967886931,verified,David,Brooklyn,Williamsburg,40.71142,-73.96141,United States,US,False,flexible,Private room,2021.0,600,$120 ,5.0,1.0,2.0,1.0,0.0,,0.0
1922,1922,70207,39776662,Beautiful Bedroom in Manhattan,58603906630,verified,Jj,Manhattan,Harlem,40.82124,-73.93838,United States,US,True,flexible,Private room,2006.0,208,$42 ,1.0,597.0,1.0,3.0,342.0,,342.0
1923,1923,99523,55967889,Cozy quiet private room,63355790710,verified,Cynthia,Manhattan,Harlem,40.79913,-73.95357,United States,US,False,flexible,Private room,2003.0,1082,$216 ,5.0,3.0,2.0,1.0,0.0,,0.0
1924,1924,57813,32931456,1 BR Large Luxury Furnished Ap. Near Central Park,81822893504,verified,Izi,Manhattan,Upper West Side,40.78695,-73.97413,United States,US,False,strict,Entire home/apt,2022.0,844,$169 ,30.0,4.0,2.0,8.0,344.0,,344.0
1925,1925,86171,48593579,Apartment in a heart of NY,67085719560,verified,Natalia,Manhattan,Hell's Kitchen,40.75989,-73.98832,United States,US,False,strict,Entire home/apt,2022.0,200,$40 ,2.0,112.0,2.0,1.0,413.0,"Please don't fiddle around with my stuff or annoy the neighbors.  I don't charge a cleaning fee, please strip the bed of the sheets and leave all used towels in the bath tub. Thanks.",413.0
1926,1926,44847,25770334,Private bedroom in high-rise at Times Square,45214456145,verified,Charlie,Manhattan,Theater District,40.76127,-73.98579,United States,US,False,strict,Private room,2006.0,568,$114 ,2.0,10.0,2.0,1.0,24.0,No Smoking No Pets,24.0
1927,1927,46685,26785462,Owners duplex in beautiful bed stuy brownstone,65019896111,verified,Laurel,Brooklyn,Bedford-Stuyvesant,40.67866,-73.94759,United States,US,False,strict,Entire home/apt,2007.0,107,$21 ,4.0,0.0,3.0,1.0,9.0,"Please pick up after yourself if you use the kitchen or other common areas, keep noise down at night, and, sorry, no smoking.  We're looking forward to having you!",9.0
1928,1928,11816,7527313,"Park Slope 1 Bed, Roofdeck, Laundry",55066839897,unconfirmed,Lynette,Brooklyn,Park Slope,40.67384,-73.97765,United States,US,True,flexible,Private room,2013.0,988,$198 ,1.0,0.0,3.0,1.0,112.0,,112.0
1929,1929,21970,13135367,Rosalee Stewart,21166883093,unconfirmed,Stanley,Manhattan,Harlem,40.81315,-73.94747,United States,US,True,flexible,Entire home/apt,2011.0,1128,$226 ,4.0,22.0,4.0,1.0,238.0,"Please remember that this is a residential building.  All building rules, Hotel occupancy restrictions, and year-round tenants must be respected.",238.0
1930,1930,48290,27671903,✰ Manhattan Bridge ✰ STUDIO / w. Private Backyard,32351436195,verified,Feliks,Manhattan,Chinatown,40.71387,-73.99427,United States,US,False,moderate,Entire home/apt,2016.0,122,$24 ,5.0,0.0,3.0,1.0,165.0,"No pets and no smoking, please. No group parties and we kindly ask that you limit the number of people on the roof deck to a maximum of 4. Please be respectful of our neighbors below us and next to us and try to limit any noise after 10PM. Trash should be left in the unit, tied up and next to the barrel in the kitchen. The front door to the building can be tricky, so please double check and pull it shut so that it locks completely.",165.0
1931,1931,61002,34692741,Pristine Studio in the East Village with Cool Art,92826314743,verified,Jeremy,Manhattan,East Village,40.72754,-73.98793,United States,US,False,moderate,Entire home/apt,2015.0,807,$161 ,75.0,3.0,4.0,23.0,206.0,,206.0
1932,1932,34493,20051820,Entire apartmen on Sheepshead Bay,69344348117,verified,Oxana,Brooklyn,Sheepshead Bay,40.59356,-73.95869,United States,US,True,strict,Entire home/apt,2021.0,223,$45 ,30.0,0.0,4.0,1.0,0.0,,0.0
1933,1933,7043,4891185,"Sunny, comfy room in quiet Park Slope apmt",73519376347,unconfirmed,Andrew,Brooklyn,South Slope,40.66135,-73.98726,United States,US,True,moderate,Private room,2020.0,600,$120 ,1.0,3.0,4.0,1.0,257.0,Please be respectful of other guests No Pets and No Smoking No loud music or noise after 10 PM,257.0
1934,1934,77769,43953155,Beautiful room in Brooklyn,76565047002,verified,Thai,Brooklyn,Bedford-Stuyvesant,40.68643,-73.95548,United States,US,True,moderate,Private room,2003.0,428,$86 ,1.0,3.0,4.0,1.0,0.0,This is a condominium with a resident below. Please be respectful of that.,0.0
1935,1935,60941,34659050,Beautiful room on Saint Marks Place East Village,94489982454,unconfirmed,Ulhas,Manhattan,East Village,40.72607,-73.98465,United States,US,True,moderate,Private room,2007.0,907,$181 ,1.0,1.0,2.0,1.0,336.0,,336.0
